"AMA_SITE_CODE","NATTS","state_name","Setting","location","1,3-Butadiene","Acetaldehyde","Arsenic Pm10 Lc","Benzene","Benzo(a)pyrene (total tsp & vapor)","Beryllium Pm10 Lc","Cadmium Pm10 Lc","Carbon tetrachloride","Chloroform","Chromium VI (LC)","Ethylbenzene","Ethylene dichloride","Formaldehyde","Lead Pm10 Lc","Manganese Pm10 Lc","Methylene chloride","Naphthalene (total tsp & vapor)","Nickel Pm10 Lc","Tetrachloroethylene","Toluene","Trichloroethylene","Vinyl chloride"
"270177416","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270190052","No","Minnesota",NA,NA,"No Trend","Undetermined",NA,"No Trend",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","Undetermined","Undetermined",NA,NA,"No Trend",NA,NA,"No Trend","No Trend","No Trend","No Trend"
"270210001","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270272103","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270353202","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270370020","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","Increasing","No Trend",NA,NA,"Increasing",NA,NA,"Decreasing","Decreasing","No Trend","No Trend"
"270370423","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"Decreasing","Increasing","No Trend",NA,NA,"Increasing",NA,NA,"Decreasing","Decreasing","Decreasing","Increasing"
"270370424","No","Minnesota",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,"Undetermined"
"270370425","No","Minnesota",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,"Undetermined"
"270370426","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,"Undetermined"
"270370439","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270370441","No","Minnesota",NA,NA,"No Trend","Undetermined",NA,"No Trend",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","Undetermined","Undetermined",NA,NA,"No Trend",NA,NA,"No Trend","No Trend","No Trend","No Trend"
"270370442","No","Minnesota",NA,NA,"No Trend","Increasing",NA,"Decreasing",NA,NA,NA,"No Trend","Increasing",NA,"Decreasing","Increasing","No Trend",NA,NA,"Increasing",NA,NA,"Decreasing","Decreasing","No Trend","No Trend"
"270370443","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"No Trend",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","Increasing","No Trend",NA,NA,"No Trend",NA,NA,"No Trend","No Trend","No Trend","No Trend"
"270370470","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","Increasing","No Trend","Undetermined","Undetermined","Increasing",NA,"Undetermined","Decreasing","Decreasing","Decreasing","No Trend"
"270412010","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270412110","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270475401","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270495356","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270530050","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270530053","No","Minnesota",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270530260","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270530909","No","Minnesota",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270530958","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270530959","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270530960","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270530961","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"No Trend",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","Increasing","No Trend",NA,NA,"No Trend",NA,NA,"Decreasing","Decreasing","No Trend","No Trend"
"270530962","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270530963","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"Decreasing","Increasing","No Trend",NA,NA,"No Trend",NA,NA,"Decreasing","Decreasing","Decreasing","No Trend"
"270530964","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270530965","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270530966","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"Decreasing","Increasing","No Trend",NA,NA,"No Trend",NA,NA,"Decreasing","Decreasing","Decreasing","No Trend"
"270530968","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270530969","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"No Trend",NA,NA,NA,"No Trend","No Trend",NA,"Undetermined","No Trend","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","No Trend"
"270531007","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","Increasing",NA,"Decreasing","Increasing","No Trend",NA,NA,"No Trend",NA,NA,"Decreasing","Decreasing","Decreasing","No Trend"
"270532006","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"No Trend",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","No Trend","No Trend",NA,NA,"No Trend",NA,NA,"No Trend","No Trend","No Trend","No Trend"
"270611105","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270674110","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270711240","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270711241","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270750005","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270757608","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270854301","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"270953051","No","Minnesota",NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270973049","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271035109","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271095008","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271112005","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271112012","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271151400","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271174002","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271230017","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271230021","No","Minnesota",NA,NA,"No Trend","Undetermined","Undetermined","No Trend",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","Undetermined","Undetermined","Undetermined","Undetermined","No Trend",NA,"Undetermined","No Trend","No Trend","No Trend","No Trend"
"271230866","No","Minnesota",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"271230868","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"No Trend",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","No Trend","No Trend",NA,NA,"No Trend",NA,NA,"No Trend","No Trend","No Trend","No Trend"
"271230871","No","Minnesota",NA,NA,"No Trend","No Trend","Undetermined","No Trend",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","No Trend","No Trend","Undetermined","Undetermined","No Trend",NA,"Undetermined","No Trend","No Trend","No Trend","No Trend"
"271352401","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271377001","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271377014","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271377549","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","No Trend","Increasing",NA,NA,"No Trend",NA,NA,"No Trend","No Trend","Decreasing","No Trend"
"271377550","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271377551","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271413050","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271453052","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271453053","No","Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271514500","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271630301","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271630436","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"Decreasing","Increasing","Increasing",NA,NA,"Increasing",NA,NA,"No Trend","Decreasing","No Trend","Increasing"
"271630438","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"Decreasing","Increasing","Increasing",NA,NA,"Increasing",NA,NA,"Decreasing","Decreasing","No Trend","No Trend"
"271630445","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271630446","No","Minnesota",NA,NA,"No Trend","No Trend",NA,"No Trend",NA,NA,NA,"No Trend","No Trend",NA,"Increasing","No Trend","No Trend",NA,NA,"No Trend",NA,NA,"No Trend","No Trend","No Trend","No Trend"
"271695210","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"271713201","No","Minnesota",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"271734003","No","Minnesota",NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"280430001","No","Mississippi",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"280470008","No","Mississippi",NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"280490010","No","Mississippi",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"280490020","No","Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"280590006","No","Mississippi",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"280810005","No","Mississippi",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"280870002","No","Mississippi",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"280870003","No","Mississippi",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"290870008","No","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"291860005","No","Missouri",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA
"295100085","Yes","Missouri","Urban","St. Louis, MO","No Trend","Decreasing","Decreasing","Decreasing","No Trend","Increasing","Decreasing","Increasing","No Trend","No Trend","Decreasing","No Trend","No Trend","Decreasing","No Trend","Increasing","Decreasing","Decreasing","Decreasing","Decreasing","Decreasing","Undetermined"
"295100087","No","Missouri",NA,NA,NA,NA,NA,"No Trend",NA,NA,NA,NA,NA,NA,NA,NA,"No Trend",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA
"295100089","No","Missouri",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"295100090","No","Missouri",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"295100091","No","Missouri",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"300070011","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300070015","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300230010","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300230011","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300230706","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300230714","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300270004","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300270005","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300430011","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300430012","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300430019","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300430024","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300430025","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300430026","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300490719","No","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300670001","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300670002","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300670003","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300670009","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300670010","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300710002","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300710003","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300710005","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300710006","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"300710007","No","Montana",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
